key,value
T_0,3.1385891220935296
T_1,1.5644067080411685
T_2,0.18860158535552085
R_0_0,0.9967119981060356
R_0_1,0.0025079532643508544
R_0_2,-0.08098705453279502
R_1_0,0.0019259292644700468
R_1_1,-0.9999717625393365
R_1_2,-0.007263946616062757
R_2_0,-0.08100298530265622
R_2_1,0.007084087407463547
R_2_2,-0.996688683630782
