key,value
T_0,1.649192614057306
T_1,1.8900810472002592
T_2,0.8190077499225069
R_0_0,1.0
R_0_1,0.0
R_0_2,0.0
R_1_0,0.0
R_1_1,-1.0
R_1_2,0.0
R_2_0,0.0
R_2_1,0.0
R_2_2,-1.0
